id,name,latitude,longitude
1,User 1,61.65389803681509,5.128541584757351
2,User 2,60.525936408922036,8.312675990346436
3,User 3,60.23629593245459,12.048782724191879
4,User 4,59.90014590766276,10.70211086681413
5,User 5,60.18727837029985,11.96408707992979
6,User 6,62.11695898163145,7.1327163480635045
7,User 7,59.69789645348033,10.262440428926048
8,User 8,60.13452604583927,6.475828743216582
9,User 9,60.54691134992612,8.229798351902005
10,User 10,59.02787135365095,10.097099415998857
11,User 11,58.189976863073255,7.928417473544493
12,User 12,60.084999037457386,6.456683124086592
13,User 13,60.59600891744493,8.267395530305786
14,User 14,62.054532428494554,7.215878251132295
15,User 15,61.59749044228931,5.005385172375056
16,User 16,59.775138442228894,10.245336889915752
17,User 17,59.03218887968365,10.118690823789272
18,User 18,63.43743525087917,10.40488056412422
19,User 19,58.96839621408245,5.711366902837306
20,User 20,59.04393113821067,10.085142245791381
21,User 21,60.380063881263645,5.325602539215429
22,User 22,62.58627589116226,11.270266010326692
23,User 23,61.595490604565924,5.090080739198791
24,User 24,60.600539215808816,8.324701271282448
25,User 25,58.14567158452907,8.070735253318468
26,User 26,63.110094986748074,7.652831822703817
27,User 27,61.78711990028504,9.576793521983038
28,User 28,60.831729623101495,10.645040535380856
29,User 29,62.65484507576285,9.565753255251039
30,User 30,60.776213589771714,10.720084515523157
31,User 31,63.38465627798605,10.378837456006034
32,User 32,62.44661599942311,6.0439227759998
33,User 33,61.73876327664291,9.534175023470427
34,User 34,60.39801168489912,5.295736015068991
35,User 35,61.76777690625735,9.598630141193688
36,User 36,60.20014427858893,11.90806207908091
37,User 37,59.753048451363,10.253140613011459
38,User 38,59.889528802556484,10.66720213292455
39,User 39,60.128348297279835,6.5050559691104155
40,User 40,60.75485853460971,10.598572042857015
41,User 41,62.48674156575378,6.137669133580713
42,User 42,61.71846993542403,9.497392692543404
43,User 43,59.06317170277812,9.998898119857976
44,User 44,63.39703454179011,10.324238115710013
45,User 45,59.22135529748981,10.838683981809854
46,User 46,60.383556460681895,5.353121484135944
47,User 47,62.57963049250895,11.44392191030632
48,User 48,59.48510207376384,5.210626953784805
49,User 49,62.66818660056247,9.674671822209378
50,User 50,60.08293784480714,6.5153586034698225
51,User 51,59.41653223937769,5.2629051830505755
52,User 52,63.19432466388497,7.688983434194405
53,User 53,62.63445271350625,11.389383504622664
54,User 54,59.086333100439276,10.106575281497593
55,User 55,59.211871982781695,10.869757330621976
56,User 56,60.53817538324131,8.183850356354176
57,User 57,59.07832608639497,9.976574192782321
58,User 58,60.11770920633203,6.557352657032975
59,User 59,63.167628976298225,7.6809965484648455
60,User 60,62.10215012724218,7.267343422365153
61,User 61,59.707133470168756,10.15157912155141
62,User 62,60.083881442794144,6.521423450324016
63,User 63,59.88326531771786,10.69152564126802
64,User 64,62.12299287900307,7.133232722359071
65,User 65,60.825384079427856,10.735759493084444
66,User 66,63.161886038601295,7.724620857029093
67,User 67,59.43836800307632,5.276399379662452
68,User 68,60.38298651570924,5.215653311445166
69,User 69,63.102139602275855,7.798981412866915
70,User 70,59.43595567017095,5.363827059705071
71,User 71,58.1908939779862,8.104277847960839
72,User 72,62.56284381168113,11.293075423595598
73,User 73,60.19287992958105,11.87670101716228
74,User 74,58.17675868579319,7.964041067364158
75,User 75,61.72838695825791,9.513050143453187
76,User 76,60.08912856480133,6.58368531450733
77,User 77,60.781188639190866,10.714524849296211
78,User 78,61.75858702351091,9.614816417677
79,User 79,59.49512460555351,5.326455206928856
80,User 80,60.603013281712585,8.128063177785355
81,User 81,60.05806213615043,6.553719524738823
82,User 82,63.43132568278961,10.315112900073393
83,User 83,59.75004991826494,10.27203531319565
84,User 84,59.04592503391072,9.997826907284127
85,User 85,62.47618360457061,6.100382374865843
86,User 86,62.64308071373973,11.40981121123673
87,User 87,62.59325721005071,9.664421020478308
88,User 88,62.66244799626903,9.58924152558523
89,User 89,62.59840892892202,11.264373904262095
90,User 90,60.41862202625726,5.326489009948027
91,User 91,63.125287029988485,7.8101561790050535
92,User 92,58.93126497915542,5.760454245937282
93,User 93,63.4756977115285,10.312319593454246
94,User 94,60.10679993501991,6.585260979045842
95,User 95,60.20789206803451,11.957959109735112
96,User 96,63.405992024282156,10.298285625232936
97,User 97,59.19343075724848,10.955667298447597
98,User 98,60.80436642325783,10.600275699597141
99,User 99,63.145477332909394,7.821778669043923
100,User 100,60.58892664199879,8.186814443379234
101,User 101,62.5662232512959,11.414876594015086
102,User 102,62.653892577380425,9.626258003897945
103,User 103,61.79379766676773,9.534193051946358
104,User 104,59.04923501338229,10.086025415901714
105,User 105,61.58360540349388,5.091871654237415
106,User 106,60.60601350185507,8.202214245293787
107,User 107,59.74823004405502,10.296592038365192
108,User 108,62.59744992648289,11.441811417191268
109,User 109,59.090244464241124,9.943163951079695
110,User 110,58.131416499804644,8.10283998049905
111,User 111,59.4826091916483,5.287527691466365
112,User 112,60.38580602302234,5.310432528023941
113,User 113,59.06905229701743,9.945905093821539
114,User 114,60.53114802227248,8.215439643108015
115,User 115,60.1336489847685,6.587975350797534
116,User 116,61.63117570369969,4.9630113153957565
117,User 117,62.62512995636452,11.341343608463347
118,User 118,61.7947979457673,9.493329761183317
